attrition,gender,birthday,age,staff_category,stock_options,job_title,hire_date,performance_rating,employee_satisfaction,last_promotion_date,recent_salary,prior_salary,last_raise,commute_distance,percent_travel,marital_status,education,employee_id
Yes,male,1973-07-29,45,Hourly,Not Eligible,Department Supervisor,2014-01-23,D,69,2014-06-15,71499,71499,0,35,79,Single,Graduate Degree,2001471232
No,female,1959-02-18,60,Salaried,Eligible,Audiovisual Librarian,2013-11-23,C,66,2014-04-20,106623,102522,4101,23,42,Married,Graduate Degree,2001471233
No,female,1981-12-16,37,Hourly,Not Eligible,Servicer Air Conditioning 2,2014-10-09,A,58,2014-07-25,123699,112453,11246,34,17,Single,Bachelors Degree,2001471234
No,female,1975-07-22,43,Hourly,Not Eligible,Repairer Telephone Station,2012-09-20,D,74,2015-02-22,94741,89378,5363,13,55,Married,Graduate Degree,2001471235
Yes,male,1977-06-09,42,Salaried,Eligible,Case Manager RN,2005-04-22,A,92,2014-06-08,159389,146228,13161,22,70,Single,Bachelors Degree,2001471236
Yes,female,1963-04-09,56,Hourly,Not Eligible,Student Services Director,2010-11-05,B,49,2015-09-03,158362,140143,18219,25,24,Married,Graduate Degree,2001471237
Yes,male,1977-05-28,42,Hourly,Not Eligible,Sales Supervisor Field,2010-09-13,B,67,2014-06-01,74818,74818,0,11,27,Married,Bachelors Degree,2001471238
No,female,1977-10-28,41,Salaried,Not Eligible,Engineering Specialist,2011-07-01,B,95,2014-05-05,94074,89594,4480,24,87,Married,Some College,2001471239
No,male,1977-01-04,42,Salaried,Not Eligible,Sewer Hand,2009-10-09,B,62,2015-05-16,121647,121647,0,37,66,Married,Bachelors Degree,2001471240
No,male,1970-07-17,48,Salaried,Not Eligible,Service Manager Automotive,2015-01-12,A,63,2017-06-14,126819,124332,2487,26,73,Single,Graduate Degree,2001471241
No,male,1968-07-14,50,Salaried,Not Eligible,Production Worker 5,2003-12-09,A,89,2017-02-19,70639,62512,8127,39,56,Married,Graduate Degree,2001471242
No,female,1983-06-09,36,Hourly,Eligible,Marine Engineer,2009-08-05,C,62,2015-12-24,139204,139204,0,29,45,Married,Bachelors Degree,2001471243
No,female,1961-10-09,57,Salaried,Not Eligible,Estimating Supervisor,2010-05-14,B,82,2015-08-11,52257,49768,2489,29,19,Married,Bachelors Degree,2001471244
Yes,male,1983-11-13,35,Salaried,Not Eligible,Handyman,2011-07-28,A,38,2017-04-22,97964,94196,3768,13,37,Married,PhD,2001471245
Yes,female,1966-11-24,52,Hourly,Eligible,Research & Development Supervisor 2,2011-04-07,B,67,2013-06-29,164195,154900,9295,25,77,Married,PhD,2001471246
No,male,1981-12-06,37,Salaried,Not Eligible,Glazier Plate Glass,2016-12-13,B,69,2014-05-10,143287,143287,0,16,19,Married,Bachelors Degree,2001471247
No,male,1959-10-25,59,Salaried,Not Eligible,Technician Physical Therapy,2004-07-16,D,82,2016-06-13,161348,156648,4700,10,63,Single,Bachelors Degree,2001471248
Yes,male,1964-10-05,54,Salaried,Eligible,Copy Writer,2008-02-06,B,79,2013-07-29,160870,147587,13283,22,40,Married,Bachelors Degree,2001471249
Yes,male,1963-04-13,56,Hourly,Not Eligible,Bond Sales Trader,2013-10-03,C,96,2017-06-15,144330,130027,14303,20,34,Married,Some College,2001471250
No,male,1982-01-06,37,Salaried,Not Eligible,Banking Collection Clerk,2010-08-10,B,55,2015-03-03,144045,134621,9424,22,30,Married,Bachelors Degree,2001471251
No,male,1972-03-05,47,Salaried,Eligible,Production Superintendent,2004-11-13,D,43,2015-07-22,190654,190654,0,2,81,Married,Some College,2001471252
No,male,1963-07-18,55,Salaried,Not Eligible,User Support Analyst Supervisor,2015-05-07,B,92,2015-02-13,82005,82005,0,2,26,Married,Some College,2001471253
No,male,1965-12-31,53,Salaried,Eligible,Gynecologist,2008-10-26,B,48,2015-02-20,83801,74160,9641,14,67,Married,Graduate Degree,2001471254
No,male,1964-06-20,54,Salaried,Not Eligible,Manager Department,2016-04-18,A,60,2014-07-10,58013,58013,0,3,37,Married,Some College,2001471255
No,female,1980-10-18,38,Salaried,Not Eligible,Taxidermist,2015-02-25,A,98,2016-07-30,137236,120382,16854,5,36,Married,Bachelors Degree,2001471256
Yes,male,1971-06-13,48,Hourly,Not Eligible,Medical Unit Manager,2017-09-13,C,32,2014-08-03,192137,167075,25062,2,60,Married,PhD,2001471257
No,female,1981-12-10,37,Salaried,Eligible,Clerk Billing,2006-06-17,D,92,2016-09-03,111465,101331,10134,42,34,Single,Bachelors Degree,2001471258
Yes,male,1972-02-12,47,Salaried,Not Eligible,Medical Orderly,2004-07-09,D,53,2014-07-05,71143,62406,8737,43,81,Married,PhD,2001471259
No,male,1960-07-06,58,Salaried,Eligible,Machine Tool Setup Operator,2014-08-01,C,60,2016-03-22,103534,94985,8549,22,80,Single,Graduate Degree,2001471260
No,female,1960-11-26,58,Salaried,Not Eligible,Sales Estimator,2013-05-04,D,75,2018-04-07,167112,162244,4868,14,31,Single,Bachelors Degree,2001471261
No,male,1981-12-13,37,Salaried,Not Eligible,Teacher Vocational Training,2007-09-18,A,49,2017-01-15,134912,118343,16569,21,11,Married,Some College,2001471262
No,female,1973-10-07,45,Salaried,Not Eligible,Counselor Education,2006-09-02,B,100,2014-11-22,94456,90823,3633,4,48,Married,Some College,2001471263
Yes,male,1981-03-01,38,Salaried,Not Eligible,Customer Service Printing,2003-09-19,B,43,2016-10-30,127644,123926,3718,20,59,Single,Some College,2001471264
No,male,1980-08-29,38,Salaried,Eligible,Telephone Sales Representative,2010-07-27,B,53,2015-11-10,109087,105909,3178,10,52,Single,Graduate Degree,2001471265
Yes,female,1982-12-08,36,Salaried,Not Eligible,Asbestos Removal Worker,2015-07-29,A,50,2013-10-18,125178,125178,0,21,78,Married,Graduate Degree,2001471266
No,male,1982-01-20,37,Hourly,Not Eligible,Sports Instructor,2013-11-07,B,35,2016-08-08,138415,126986,11429,16,38,Married,Graduate Degree,2001471267
No,female,1963-04-29,56,Salaried,Not Eligible,Manager Office,2017-08-11,A,51,2016-11-22,91197,91197,0,40,16,Single,Some College,2001471268
No,male,1963-02-26,56,Salaried,Not Eligible,Retail Area Manager,2016-07-29,D,78,2017-05-30,75338,73143,2195,44,63,Married,PhD,2001471269
No,female,1984-04-03,35,Hourly,Not Eligible,Electronics Technician,2008-02-09,B,31,2017-06-18,143368,125761,17607,36,21,Single,Graduate Degree,2001471270
No,male,1981-12-20,37,Salaried,Not Eligible,Medical Ultrasound Technologist,2004-07-22,A,71,2014-07-23,118256,106536,11720,28,97,Single,PhD,2001471271
No,female,1975-09-02,43,Salaried,Not Eligible,Supply Clerk,2005-11-27,A,92,2014-10-20,111535,99584,11951,7,89,Single,Some College,2001471272
No,male,1971-05-31,48,Salaried,Not Eligible,Supervisor Media,2009-03-04,B,34,2015-07-10,177376,158371,19005,37,68,Married,Some College,2001471273
Yes,male,1976-02-26,43,Salaried,Not Eligible,Policy Value Calculator Insurance,2012-05-26,A,95,2013-07-11,121065,111068,9997,0,33,Single,Some College,2001471274
No,female,1966-03-24,53,Salaried,Not Eligible,Order Processing Supervisor,2010-11-27,C,93,2015-09-06,71571,69486,2085,16,15,Single,Graduate Degree,2001471275
Yes,male,1981-11-07,37,Salaried,Eligible,Attendant Personal,2015-08-25,C,58,2018-01-05,149439,139662,9777,14,84,Married,PhD,2001471276
Yes,male,1960-11-01,58,Salaried,Not Eligible,Map/File Drawings Clerk,2017-09-25,A,31,2014-05-30,73549,68100,5449,37,89,Married,Some College,2001471277
No,male,1977-11-21,41,Salaried,Eligible,Communications Analyst,2013-10-11,C,56,2013-12-18,146718,127580,19138,20,37,Married,Bachelors Degree,2001471278
Yes,male,1974-06-08,45,Salaried,Eligible,Loan Teller,2013-11-27,B,50,2014-11-13,75143,75143,0,32,49,Single,Graduate Degree,2001471279
No,male,1967-04-07,52,Salaried,Not Eligible,Insurance Branch Manager,2016-03-17,C,42,2014-09-27,84123,78619,5504,32,40,Married,Some College,2001471280
No,female,1974-02-18,45,Salaried,Not Eligible,Medical Phlebotomist,2014-08-17,C,52,2017-08-11,102033,91921,10112,11,30,Single,Some College,2001471281
Yes,male,1965-10-07,53,Hourly,Not Eligible,Social Medical Researcher,2018-01-20,C,83,2016-12-05,173731,173731,0,17,23,Married,Graduate Degree,2001471282
Yes,female,1959-02-15,60,Salaried,Not Eligible,Instrument Technician,2015-01-06,A,58,2016-06-24,78901,75866,3035,7,45,Married,Some College,2001471283
No,female,1973-09-25,45,Salaried,Eligible,Baggage Porter Head,2017-12-19,D,89,2016-07-19,84008,84008,0,0,35,Married,Some College,2001471284
No,female,1962-01-14,57,Salaried,Not Eligible,Herbarium Worker,2005-02-08,C,97,2017-09-12,126452,118179,8273,26,17,Married,PhD,2001471285
No,female,1959-11-17,59,Hourly,Eligible,Investigator Fraud,2012-01-26,B,58,2015-12-07,68527,67183,1344,37,29,Married,PhD,2001471286
Yes,male,1966-12-18,52,Salaried,Not Eligible,Transcribing Machine Operator,2006-05-17,D,98,2017-02-14,147952,133290,14662,10,91,Married,PhD,2001471287
No,male,1973-10-27,45,Salaried,Not Eligible,Medical Audiologist,2011-02-18,B,88,2016-06-20,151366,138867,12499,37,61,Married,Graduate Degree,2001471288
No,female,1960-02-15,59,Salaried,Not Eligible,Engineering Supervisor Admin,2018-01-10,B,92,2016-09-16,108128,103969,4159,36,60,Married,Graduate Degree,2001471289
Yes,male,1967-02-04,52,Salaried,Not Eligible,Medical Occupational Therapy Aide,2009-02-12,A,38,2016-02-20,80116,70899,9217,38,27,Married,Bachelors Degree,2001471290
No,female,1976-09-21,42,Salaried,Eligible,Assembly Line Foreman,2004-03-22,A,32,2013-08-14,104577,96830,7747,1,15,Married,Some College,2001471291
Yes,male,1961-11-07,57,Salaried,Not Eligible,Insurance & Senior Benefits Clerk,2009-10-29,A,56,2013-11-25,138216,132900,5316,9,34,Married,Graduate Degree,2001471292
No,male,1983-08-28,35,Hourly,Not Eligible,Disc Jockey,2006-04-14,D,42,2014-03-14,124647,124647,0,6,58,Single,Graduate Degree,2001471293
No,female,1962-04-18,57,Salaried,Not Eligible,Metallurgical Lab Assistant,2017-08-09,B,78,2013-09-05,173453,173453,0,11,88,Married,Graduate Degree,2001471294
No,male,1970-11-27,48,Salaried,Not Eligible,Computer Programmer Operations Supervisor,2006-09-11,D,72,2016-10-26,102457,97578,4879,17,35,Married,Graduate Degree,2001471295
No,female,1983-10-05,35,Hourly,Not Eligible,Director Volunteer Services,2015-12-19,B,78,2015-01-22,127211,124716,2495,44,70,Married,Bachelors Degree,2001471296
No,female,1961-12-27,57,Salaried,Not Eligible,Machine Assembler,2011-03-01,D,32,2015-01-06,80581,79783,798,16,56,Married,Some College,2001471297
No,female,1962-05-23,57,Salaried,Eligible,Butler,2016-11-06,D,51,2015-02-22,134104,118676,15428,17,45,Married,Graduate Degree,2001471298
No,male,1958-07-22,60,Salaried,Eligible,Assembler Office Machines,2017-03-28,B,79,2014-07-17,146514,145063,1451,32,25,Single,Graduate Degree,2001471299
No,male,1968-02-26,51,Salaried,Not Eligible,Orderly,2015-05-24,A,61,2018-05-23,166553,144828,21725,34,31,Single,Graduate Degree,2001471300
Yes,male,1980-05-06,39,Salaried,Not Eligible,Mechanic Jet Aircraft,2018-05-09,D,42,2016-11-22,65792,58223,7569,3,26,Single,Some College,2001471301
No,male,1965-07-05,53,Hourly,Not Eligible,Agricultural Engineer,2008-03-06,D,76,2013-06-10,66112,61214,4898,40,80,Married,PhD,2001471302
Yes,male,1973-01-11,46,Salaried,Not Eligible,Physical Therapy Aide,2006-02-09,A,52,2013-06-26,183265,171275,11990,43,43,Married,Some College,2001471303
No,female,1967-10-11,51,Hourly,Not Eligible,Sales Representative Financial,2010-11-29,D,54,2017-06-22,156859,141314,15545,12,41,Married,Graduate Degree,2001471304
No,female,1975-07-10,43,Salaried,Not Eligible,Medical Perfusionist,2004-05-14,D,68,2015-09-05,122268,107252,15016,22,55,Married,Bachelors Degree,2001471305
No,male,1984-01-07,35,Salaried,Not Eligible,Molder Metal,2004-04-13,C,51,2017-11-23,93023,83056,9967,8,43,Married,Some College,2001471306
No,male,1963-01-24,56,Salaried,Not Eligible,Technician Hearing Test,2012-05-20,D,74,2014-12-06,113572,99624,13948,9,88,Married,Graduate Degree,2001471307
No,female,1981-07-31,37,Salaried,Not Eligible,Cafeteria Cashier,2007-04-17,B,75,2017-11-04,53600,47857,5743,39,67,Married,PhD,2001471308
No,female,1969-07-19,49,Salaried,Eligible,Mining Machine Operator,2012-02-18,A,56,2017-04-26,55537,53400,2137,22,66,Married,Graduate Degree,2001471309
Yes,female,1965-12-13,53,Salaried,Not Eligible,Crop-Research Scientist,2017-07-28,C,41,2013-11-29,175332,153799,21533,41,90,Married,Bachelors Degree,2001471310
No,female,1970-11-26,48,Salaried,Not Eligible,Instructor Flying 2,2010-07-03,C,53,2015-03-15,171612,169912,1700,35,96,Single,PhD,2001471311
Yes,female,1977-11-30,41,Hourly,Not Eligible,Clerk Import/Export,2017-11-02,C,84,2016-06-07,63783,57462,6321,41,86,Single,Graduate Degree,2001471312
Yes,male,1979-01-19,40,Salaried,Eligible,Insurance Claims Clerk,2012-09-24,B,34,2018-01-27,59550,57259,2291,23,73,Married,Bachelors Degree,2001471313
Yes,male,1970-11-11,48,Salaried,Eligible,Operator Wire-Draw,2017-05-06,D,78,2015-09-20,90904,79740,11164,20,69,Married,Some College,2001471314
No,female,1962-07-31,56,Hourly,Not Eligible,Supervisor Merchandising,2014-12-16,B,59,2017-06-11,124032,109762,14270,15,85,Married,PhD,2001471315
Yes,female,1961-03-23,58,Hourly,Not Eligible,Self Service Laundry Operator,2016-05-02,B,38,2016-05-23,117997,103506,14491,40,14,Single,Graduate Degree,2001471316
No,male,1964-01-12,55,Salaried,Not Eligible,Telephone Station Installer/Repairer,2017-08-26,C,90,2013-12-31,50132,43975,6157,7,88,Single,Bachelors Degree,2001471317
No,male,1981-04-28,38,Salaried,Not Eligible,Electronic Transfer Coordinator,2009-02-16,B,84,2016-01-20,78662,78662,0,22,16,Married,PhD,2001471318
No,male,1975-11-03,43,Hourly,Not Eligible,Vacuum Molding Operator,2009-04-02,D,96,2016-12-20,141931,125602,16329,26,42,Married,Some College,2001471319
No,female,1964-10-04,54,Salaried,Not Eligible,Technologist Food,2004-01-13,A,69,2018-04-04,186564,186564,0,4,28,Married,Bachelors Degree,2001471320
No,female,1976-09-07,42,Salaried,Not Eligible,Funeral Attendant,2016-05-29,C,87,2014-08-19,195684,176291,19393,14,88,Married,Some College,2001471321
Yes,male,1965-01-27,54,Hourly,Not Eligible,Drafter 2,2004-11-28,A,60,2014-09-29,156378,148931,7447,29,72,Single,PhD,2001471322
No,male,1983-11-05,35,Salaried,Not Eligible,Arboriculturist,2006-07-19,C,63,2014-02-17,129565,123395,6170,4,48,Married,Bachelors Degree,2001471323
No,female,1981-02-18,38,Salaried,Not Eligible,Banking Loan Processor,2013-03-05,C,82,2015-02-13,174332,152922,21410,34,49,Married,Graduate Degree,2001471324
Yes,male,1970-01-03,49,Salaried,Not Eligible,Manager Travel,2004-02-16,C,31,2017-06-08,100603,91457,9146,34,60,Married,Bachelors Degree,2001471325
No,male,1963-06-04,56,Hourly,Eligible,Mental Health Technician,2006-06-22,C,38,2013-06-30,126540,121673,4867,33,11,Married,PhD,2001471326
No,female,1976-01-13,43,Salaried,Not Eligible,Mechanic Aircraft,2010-05-28,D,40,2017-07-19,89715,83069,6646,40,50,Single,Graduate Degree,2001471327
No,male,1976-01-12,43,Hourly,Not Eligible,Food Services Manager 3,2009-12-21,A,92,2017-07-22,80164,74919,5245,27,90,Married,PhD,2001471328
No,female,1961-01-28,58,Salaried,Not Eligible,Supervisor Nursing,2006-02-06,D,84,2018-04-02,150110,150110,0,44,41,Single,PhD,2001471329
No,female,1959-07-14,59,Salaried,Not Eligible,Benefits Analyst,2008-09-18,A,85,2018-01-20,194504,194504,0,37,17,Married,PhD,2001471330
No,female,1980-07-22,38,Salaried,Eligible,Cable Television Installer,2012-02-03,A,46,2017-05-25,135058,126222,8836,0,18,Married,Graduate Degree,2001471331
Yes,male,1977-11-12,41,Salaried,Not Eligible,Banking Teller Vault,2014-02-22,D,94,2015-02-25,91920,90117,1803,30,37,Single,Bachelors Degree,2001471332
No,female,1970-04-09,49,Hourly,Not Eligible,Archaeologist,2014-12-30,C,49,2017-12-05,145675,131238,14437,35,15,Single,Graduate Degree,2001471333
Yes,male,1967-09-02,51,Salaried,Not Eligible,Chef,2018-01-17,B,53,2017-01-04,157518,151459,6059,6,22,Single,Some College,2001471334
No,male,1960-01-24,59,Salaried,Eligible,Cleaner Building,2011-02-02,D,68,2016-08-17,193318,193318,0,24,89,Married,Graduate Degree,2001471335
No,female,1968-04-05,51,Hourly,Not Eligible,Psychologist Organizational,2008-10-29,A,94,2016-04-01,126901,120858,6043,27,56,Married,Bachelors Degree,2001471336
No,male,1961-06-14,58,Hourly,Not Eligible,Prose Writer,2005-11-16,A,71,2014-04-12,145918,129130,16788,7,85,Single,Bachelors Degree,2001471337
Yes,female,1969-09-13,49,Salaried,Not Eligible,Cashier General,2011-08-21,B,84,2013-06-20,87189,80730,6459,41,95,Single,PhD,2001471338
No,male,1968-12-25,50,Hourly,Not Eligible,Box Maker,2013-08-01,B,94,2014-02-19,81857,77959,3898,9,10,Single,Some College,2001471339
No,male,1968-10-13,50,Salaried,Eligible,Laboratory Tester Oil,2009-05-13,B,87,2014-08-10,108672,104492,4180,35,55,Married,PhD,2001471340
No,female,1959-05-24,60,Salaried,Not Eligible,Airport Service Agent,2005-11-19,C,99,2017-03-28,93485,82004,11481,16,67,Married,Some College,2001471341
No,male,1981-02-28,38,Hourly,Not Eligible,Tester Quality Control,2010-05-14,C,45,2016-06-25,198117,176890,21227,33,67,Single,Some College,2001471342
No,male,1981-08-14,37,Hourly,Eligible,EDP Auditor,2006-06-04,B,47,2015-08-15,133977,130074,3903,31,43,Married,Bachelors Degree,2001471343
No,female,1964-10-27,54,Hourly,Not Eligible,Network Communications Technician,2006-06-15,D,71,2015-05-19,77755,76230,1525,28,74,Married,PhD,2001471344
Yes,female,1963-07-29,55,Salaried,Eligible,Telephone Installer,2009-06-08,D,42,2017-09-16,118293,105618,12675,18,26,Married,Some College,2001471345
Yes,male,1972-12-30,46,Salaried,Not Eligible,Food Fast Food Cook,2003-12-17,C,97,2017-07-01,102300,99320,2980,17,54,Single,Graduate Degree,2001471346
No,female,1976-11-04,42,Salaried,Not Eligible,Brake/Switch Railroad Operator,2015-04-12,C,42,2013-11-05,51745,48816,2929,20,61,Married,Bachelors Degree,2001471347
No,female,1981-11-17,37,Salaried,Not Eligible,Therapist Massage,2017-06-04,B,98,2014-06-12,127870,126603,1267,9,46,Married,Some College,2001471348
No,female,1967-08-05,51,Salaried,Not Eligible,Plant Manager (Revenue),2005-12-27,A,71,2017-07-01,178689,168574,10115,29,19,Married,Bachelors Degree,2001471349
No,female,1982-09-08,36,Hourly,Not Eligible,Veterinary Technician,2017-12-14,B,55,2015-04-24,141676,126496,15180,12,42,Single,Some College,2001471350
No,female,1975-01-02,44,Salaried,Not Eligible,Motel Clerk,2006-10-02,C,72,2014-10-17,116045,116045,0,4,69,Married,Bachelors Degree,2001471351
Yes,female,1984-03-07,35,Salaried,Not Eligible,Technician Cardiac Monitor,2016-02-14,C,42,2016-02-27,181787,160873,20914,24,29,Married,Bachelors Degree,2001471352
Yes,female,1965-09-10,53,Salaried,Not Eligible,Central Office Operator,2012-11-21,B,73,2017-07-18,54430,51838,2592,43,60,Married,Some College,2001471353
No,female,1959-07-21,59,Hourly,Not Eligible,Crane Operator Traveling,2006-06-05,A,67,2015-11-30,110220,103009,7211,27,70,Single,Bachelors Degree,2001471354
No,female,1982-06-10,37,Salaried,Eligible,Technician Dental Laboratory,2018-02-19,C,70,2014-03-13,117450,103026,14424,15,54,Married,Some College,2001471355
Yes,male,1959-03-09,60,Salaried,Not Eligible,Paste-up Artist,2010-08-20,C,44,2017-12-18,53035,46521,6514,19,95,Single,PhD,2001471356
No,male,1965-06-24,53,Salaried,Not Eligible,Engineer Programmer,2013-06-09,C,45,2018-06-06,50641,48229,2412,21,39,Married,Bachelors Degree,2001471357
No,male,1980-09-25,38,Salaried,Not Eligible,High School Teacher,2007-08-09,D,52,2014-09-23,113707,105284,8423,41,36,Married,Some College,2001471358
No,female,1961-02-06,58,Hourly,Not Eligible,Medical Sonographer,2006-07-11,A,78,2018-03-19,193972,181282,12690,17,41,Married,Graduate Degree,2001471359
No,female,1974-09-10,44,Salaried,Not Eligible,Manager Factory,2010-08-14,B,66,2014-10-05,157192,136688,20504,21,75,Married,PhD,2001471360
No,female,1968-11-14,50,Hourly,Not Eligible,Travel Clerk,2007-02-13,D,72,2018-03-21,158502,152405,6097,8,88,Married,Some College,2001471361
No,female,1982-10-01,36,Hourly,Not Eligible,Chemist Food,2011-10-12,C,77,2017-07-07,99736,86726,13010,44,96,Married,Some College,2001471362
