attrition,gender,birthday,age,staff_category,stock_options,job_title,hire_date,performance_rating,employee_satisfaction,last_promotion_date,recent_salary,prior_salary,last_raise,commute_distance,percent_travel,marital_status,education,employee_id
No,male,22-07-1958,60,Salaried,Eligible,Assembler Office Machines,28-03-2017,B,79,17-07-2014,146514,145063,1451,32,25,Single,Graduate Degree,2001471299
No,male,26-02-1968,51,Salaried,Not Eligible,Orderly,24-05-2015,A,61,23-05-2018,166553,144828,21725,34,31,Single,Graduate Degree,2001471300
Yes,male,06-05-1980,39,Salaried,Not Eligible,Mechanic Jet Aircraft,09-05-2018,D,42,22-11-2016,65792,58223,7569,3,26,Single,Some College,2001471301
No,male,05-07-1965,53,Hourly,Not Eligible,Agricultural Engineer,06-03-2008,D,76,10-06-2013,66112,61214,4898,40,80,Married,PhD,2001471302
Yes,male,11-01-1973,46,Salaried,Not Eligible,Physical Therapy Aide,09-02-2006,A,52,26-06-2013,183265,171275,11990,43,43,Married,Some College,2001471303
No,female,11-10-1967,51,Hourly,Not Eligible,Sales Representative Financial,29-11-2010,D,54,22-06-2017,156859,141314,15545,12,41,Married,Graduate Degree,2001471304
No,female,10-07-1975,43,Salaried,Not Eligible,Medical Perfusionist,14-05-2004,D,68,05-09-2015,122268,107252,15016,22,55,Married,Bachelors Degree,2001471305
No,male,07-01-1984,35,Salaried,Not Eligible,Molder Metal,13-04-2004,C,51,23-11-2017,93023,83056,9967,8,43,Married,Some College,2001471306
No,male,24-01-1963,56,Salaried,Not Eligible,Technician Hearing Test,20-05-2012,D,74,06-12-2014,113572,99624,13948,9,88,Married,Graduate Degree,2001471307
No,female,31-07-1981,37,Salaried,Not Eligible,Cafeteria Cashier,17-04-2007,B,75,04-11-2017,53600,47857,5743,39,67,Married,PhD,2001471308
No,female,19-07-1969,49,Salaried,Eligible,Mining Machine Operator,18-02-2012,A,56,26-04-2017,55537,53400,2137,22,66,Married,Graduate Degree,2001471309
Yes,female,13-12-1965,53,Salaried,Not Eligible,Crop-Research Scientist,28-07-2017,C,41,29-11-2013,175332,153799,21533,41,90,Married,Bachelors Degree,2001471310
No,female,26-11-1970,48,Salaried,Not Eligible,Instructor Flying 2,03-07-2010,C,53,15-03-2015,171612,169912,1700,35,96,Single,PhD,2001471311
Yes,female,30-11-1977,41,Hourly,Not Eligible,Clerk Import/Export,02-11-2017,C,84,07-06-2016,63783,57462,6321,41,86,Single,Graduate Degree,2001471312
Yes,male,19-01-1979,40,Salaried,Eligible,Insurance Claims Clerk,24-09-2012,B,34,27-01-2018,59550,57259,2291,23,73,Married,Bachelors Degree,2001471313
Yes,male,11-11-1970,48,Salaried,Eligible,Operator Wire-Draw,06-05-2017,D,78,20-09-2015,90904,79740,11164,20,69,Married,Some College,2001471314
No,female,31-07-1962,56,Hourly,Not Eligible,Supervisor Merchandising,16-12-2014,B,59,11-06-2017,124032,109762,14270,15,85,Married,PhD,2001471315
Yes,female,23-03-1961,58,Hourly,Not Eligible,Self Service Laundry Operator,02-05-2016,B,38,23-05-2016,117997,103506,14491,40,14,Single,Graduate Degree,2001471316
No,male,12-01-1964,55,Salaried,Not Eligible,Telephone Station Installer/Repairer,26-08-2017,C,90,31-12-2013,50132,43975,6157,7,88,Single,Bachelors Degree,2001471317
No,male,28-04-1981,38,Salaried,Not Eligible,Electronic Transfer Coordinator,16-02-2009,B,84,20-01-2016,78662,78662,0,22,16,Married,PhD,2001471318
No,male,03-11-1975,43,Hourly,Not Eligible,Vacuum Molding Operator,02-04-2009,D,96,20-12-2016,141931,125602,16329,26,42,Married,Some College,2001471319
No,female,04-10-1964,54,Salaried,Not Eligible,Technologist Food,13-01-2004,A,69,04-04-2018,186564,186564,0,4,28,Married,Bachelors Degree,2001471320
No,female,07-09-1976,42,Salaried,Not Eligible,Funeral Attendant,29-05-2016,C,87,19-08-2014,195684,176291,19393,14,88,Married,Some College,2001471321
Yes,male,27-01-1965,54,Hourly,Not Eligible,Drafter 2,28-11-2004,A,60,29-09-2014,156378,148931,7447,29,72,Single,PhD,2001471322
No,male,05-11-1983,35,Salaried,Not Eligible,Arboriculturist,19-07-2006,C,63,17-02-2014,129565,123395,6170,4,48,Married,Bachelors Degree,2001471323
No,female,18-02-1981,38,Salaried,Not Eligible,Banking Loan Processor,05-03-2013,C,82,13-02-2015,174332,152922,21410,34,49,Married,Graduate Degree,2001471324
Yes,male,03-01-1970,49,Salaried,Not Eligible,Manager Travel,16-02-2004,C,31,08-06-2017,100603,91457,9146,34,60,Married,Bachelors Degree,2001471325
No,male,04-06-1963,56,Hourly,Eligible,Mental Health Technician,22-06-2006,C,38,30-06-2013,126540,121673,4867,33,11,Married,PhD,2001471326
No,female,13-01-1976,43,Salaried,Not Eligible,Mechanic Aircraft,28-05-2010,D,40,19-07-2017,89715,83069,6646,40,50,Single,Graduate Degree,2001471327
No,male,12-01-1976,43,Hourly,Not Eligible,Food Services Manager 3,21-12-2009,A,92,22-07-2017,80164,74919,5245,27,90,Married,PhD,2001471328
No,female,28-01-1961,58,Salaried,Not Eligible,Supervisor Nursing,06-02-2006,D,84,02-04-2018,150110,150110,0,44,41,Single,PhD,2001471329
No,female,14-07-1959,59,Salaried,Not Eligible,Benefits Analyst,18-09-2008,A,85,20-01-2018,194504,194504,0,37,17,Married,PhD,2001471330
No,female,22-07-1980,38,Salaried,Eligible,Cable Television Installer,03-02-2012,A,46,25-05-2017,135058,126222,8836,0,18,Married,Graduate Degree,2001471331
Yes,male,12-11-1977,41,Salaried,Not Eligible,Banking Teller Vault,22-02-2014,D,94,25-02-2015,91920,90117,1803,30,37,Single,Bachelors Degree,2001471332
No,female,09-04-1970,49,Hourly,Not Eligible,Archaeologist,30-12-2014,C,49,05-12-2017,145675,131238,14437,35,15,Single,Graduate Degree,2001471333
Yes,male,02-09-1967,51,Salaried,Not Eligible,Chef,17-01-2018,B,53,04-01-2017,157518,151459,6059,6,22,Single,Some College,2001471334
No,male,24-01-1960,59,Salaried,Eligible,Cleaner Building,02-02-2011,D,68,17-08-2016,193318,193318,0,24,89,Married,Graduate Degree,2001471335
No,female,05-04-1968,51,Hourly,Not Eligible,Psychologist Organizational,29-10-2008,A,94,01-04-2016,126901,120858,6043,27,56,Married,Bachelors Degree,2001471336
No,male,14-06-1961,58,Hourly,Not Eligible,Prose Writer,16-11-2005,A,71,12-04-2014,145918,129130,16788,7,85,Single,Bachelors Degree,2001471337
Yes,female,13-09-1969,49,Salaried,Not Eligible,Cashier General,21-08-2011,B,84,20-06-2013,87189,80730,6459,41,95,Single,PhD,2001471338
No,male,25-12-1968,50,Hourly,Not Eligible,Box Maker,01-08-2013,B,94,19-02-2014,81857,77959,3898,9,10,Single,Some College,2001471339
No,male,13-10-1968,50,Salaried,Eligible,Laboratory Tester Oil,13-05-2009,B,87,10-08-2014,108672,104492,4180,35,55,Married,PhD,2001471340
No,female,24-05-1959,60,Salaried,Not Eligible,Airport Service Agent,19-11-2005,C,99,28-03-2017,93485,82004,11481,16,67,Married,Some College,2001471341
No,male,28-02-1981,38,Hourly,Not Eligible,Tester Quality Control,14-05-2010,C,45,25-06-2016,198117,176890,21227,33,67,Single,Some College,2001471342
No,male,14-08-1981,37,Hourly,Eligible,EDP Auditor,04-06-2006,B,47,15-08-2015,133977,130074,3903,31,43,Married,Bachelors Degree,2001471343
No,female,27-10-1964,54,Hourly,Not Eligible,Network Communications Technician,15-06-2006,D,71,19-05-2015,77755,76230,1525,28,74,Married,PhD,2001471344
Yes,female,29-07-1963,55,Salaried,Eligible,Telephone Installer,08-06-2009,D,42,16-09-2017,118293,105618,12675,18,26,Married,Some College,2001471345
Yes,male,30-12-1972,46,Salaried,Not Eligible,Food Fast Food Cook,17-12-2003,C,97,01-07-2017,102300,99320,2980,17,54,Single,Graduate Degree,2001471346
No,female,04-11-1976,42,Salaried,Not Eligible,Brake/Switch Railroad Operator,12-04-2015,C,42,05-11-2013,51745,48816,2929,20,61,Married,Bachelors Degree,2001471347
No,female,17-11-1981,37,Salaried,Not Eligible,Therapist Massage,04-06-2017,B,98,12-06-2014,127870,126603,1267,9,46,Married,Some College,2001471348
No,female,05-08-1967,51,Salaried,Not Eligible,Plant Manager (Revenue),27-12-2005,A,71,01-07-2017,178689,168574,10115,29,19,Married,Bachelors Degree,2001471349
No,female,08-09-1982,36,Hourly,Not Eligible,Veterinary Technician,14-12-2017,B,55,24-04-2015,141676,126496,15180,12,42,Single,Some College,2001471350
No,female,02-01-1975,44,Salaried,Not Eligible,Motel Clerk,02-10-2006,C,72,17-10-2014,116045,116045,0,4,69,Married,Bachelors Degree,2001471351
Yes,female,07-03-1984,35,Salaried,Not Eligible,Technician Cardiac Monitor,14-02-2016,C,42,27-02-2016,181787,160873,20914,24,29,Married,Bachelors Degree,2001471352
Yes,female,10-09-1965,53,Salaried,Not Eligible,Central Office Operator,21-11-2012,B,73,18-07-2017,54430,51838,2592,43,60,Married,Some College,2001471353
No,female,21-07-1959,59,Hourly,Not Eligible,Crane Operator Traveling,05-06-2006,A,67,30-11-2015,110220,103009,7211,27,70,Single,Bachelors Degree,2001471354
No,female,10-06-1982,37,Salaried,Eligible,Technician Dental Laboratory,19-02-2018,C,70,13-03-2014,117450,103026,14424,15,54,Married,Some College,2001471355
Yes,male,09-03-1959,60,Salaried,Not Eligible,Paste-up Artist,20-08-2010,C,44,18-12-2017,53035,46521,6514,19,95,Single,PhD,2001471356
No,male,24-06-1965,53,Salaried,Not Eligible,Engineer Programmer,09-06-2013,C,45,06-06-2018,50641,48229,2412,21,39,Married,Bachelors Degree,2001471357
No,male,25-09-1980,38,Salaried,Not Eligible,High School Teacher,09-08-2007,D,52,23-09-2014,113707,105284,8423,41,36,Married,Some College,2001471358
No,female,06-02-1961,58,Hourly,Not Eligible,Medical Sonographer,11-07-2006,A,78,19-03-2018,193972,181282,12690,17,41,Married,Graduate Degree,2001471359
No,female,10-09-1974,44,Salaried,Not Eligible,Manager Factory,14-08-2010,B,66,05-10-2014,157192,136688,20504,21,75,Married,PhD,2001471360
No,female,14-11-1968,50,Hourly,Not Eligible,Travel Clerk,13-02-2007,D,72,21-03-2018,158502,152405,6097,8,88,Married,Some College,2001471361
No,female,01-10-1982,36,Hourly,Not Eligible,Chemist Food,12-10-2011,C,77,07-07-2017,99736,86726,13010,44,96,Married,Some College,2001471362
No,male,11-09-1965,53,Salaried,Not Eligible,Cartographic Technician,03-08-2011,B,49,07-03-2014,132380,132380,0,45,96,Single,PhD,2001471363
No,female,22-05-1974,45,Salaried,Not Eligible,Supervisor Secretarial,06-05-2009,D,86,01-03-2014,117726,111062,6664,23,26,Married,PhD,2001471364
No,male,02-10-1978,40,Salaried,Not Eligible,Senior Sales Representative,21-11-2005,A,86,11-03-2015,71946,71946,0,4,47,Married,Bachelors Degree,2001471365
Yes,male,06-06-1984,35,Salaried,Eligible,Analyst Credit,19-10-2013,A,54,23-04-2016,169851,168169,1682,42,63,Single,Bachelors Degree,2001471366
No,male,23-10-1960,58,Salaried,Eligible,Account Information Clerk,28-01-2013,C,63,20-11-2013,172126,153683,18443,39,82,Married,Some College,2001471367
No,male,30-01-1970,49,Hourly,Not Eligible,Waiter/Waitress Counter,05-02-2018,B,97,14-07-2017,143109,130099,13010,12,73,Married,PhD,2001471368
Yes,male,06-07-1981,37,Salaried,Not Eligible,Supervisor Cargo Services,03-07-2017,B,80,02-01-2014,169398,159809,9589,42,18,Single,Bachelors Degree,2001471369
No,male,15-10-1974,44,Salaried,Not Eligible,Commercial Designer,16-07-2013,A,55,16-08-2016,70560,65333,5227,44,48,Married,Graduate Degree,2001471370
No,female,16-09-1965,53,Salaried,Not Eligible,Resident Care Aide,16-12-2003,C,93,24-01-2014,137157,137157,0,40,92,Married,Graduate Degree,2001471371
No,male,15-04-1972,47,Hourly,Not Eligible,Helper Kitchen,28-10-2012,C,54,05-12-2014,112756,112756,0,13,95,Married,PhD,2001471372
No,male,17-10-1966,52,Hourly,Not Eligible,Supervisor Employment,31-05-2011,D,91,29-03-2018,80321,75774,4547,3,99,Single,Bachelors Degree,2001471373
No,female,06-12-1973,45,Hourly,Not Eligible,IT Manager Applications,02-01-2012,C,46,13-05-2016,153401,133392,20009,33,43,Married,Bachelors Degree,2001471374
No,male,15-11-1971,47,Salaried,Not Eligible,Metallurgical Lab Assistant,25-10-2013,A,38,18-05-2018,102718,101700,1018,0,50,Married,Graduate Degree,2001471375
Yes,male,19-07-1960,58,Salaried,Eligible,Advertising Supervisor,03-03-2014,A,77,11-03-2015,130866,118969,11897,35,99,Married,PhD,2001471376
No,female,23-12-1978,40,Salaried,Not Eligible,Information Processing Engineer,15-02-2018,A,88,27-03-2018,92809,92809,0,12,56,Married,PhD,2001471377
No,male,22-06-1960,58,Salaried,Eligible,Engineering Drafter Civil,18-01-2007,C,76,13-05-2016,109742,97983,11759,30,16,Single,Some College,2001471378
No,female,28-11-1973,45,Salaried,Not Eligible,Staff Attorney,01-03-2007,B,51,03-01-2014,114710,109247,5463,36,52,Single,Some College,2001471379
No,female,06-02-1960,59,Salaried,Not Eligible,Executive Chef 2,14-10-2016,D,77,08-07-2014,109034,102862,6172,2,20,Single,PhD,2001471380
Yes,female,30-11-1960,58,Salaried,Not Eligible,Banking Branch Manager 2,29-04-2010,A,93,28-08-2015,109705,108618,1087,31,26,Married,Some College,2001471381
No,male,04-12-1978,40,Salaried,Not Eligible,Clerk Mail,15-11-2009,B,35,23-05-2018,132154,116950,15204,33,71,Married,Bachelors Degree,2001471382
No,female,13-12-1977,41,Hourly,Not Eligible,Engineer Field Service,09-07-2012,A,65,15-03-2018,134382,130467,3915,8,54,Married,Graduate Degree,2001471383
No,male,16-08-1978,40,Hourly,Not Eligible,Clerk Statistical,17-11-2008,A,83,18-10-2013,194365,190553,3812,2,95,Married,Graduate Degree,2001471384
No,male,07-07-1966,52,Salaried,Not Eligible,Power Shear Operator,24-03-2013,B,52,20-10-2016,106276,93224,13052,45,33,Married,Bachelors Degree,2001471385
Yes,male,11-03-1968,51,Salaried,Not Eligible,Recruiter Professional,25-09-2005,A,84,12-02-2017,155463,152414,3049,24,12,Married,Some College,2001471386
Yes,male,29-04-1959,60,Hourly,Not Eligible,Operator Casting Machine,03-11-2007,C,46,24-05-2018,150719,143541,7178,16,37,Married,PhD,2001471387
No,male,29-01-1969,50,Hourly,Not Eligible,Employee Communications Manager,17-07-2004,C,89,03-01-2016,82360,82360,0,37,52,Married,PhD,2001471388
Yes,male,05-12-1963,55,Salaried,Not Eligible,Tool Design Engineer,30-05-2012,B,98,23-11-2017,184676,177573,7103,1,71,Married,Bachelors Degree,2001471389
No,male,01-02-1970,49,Salaried,Not Eligible,Assistant Administrative,29-08-2004,D,36,13-04-2017,83495,83495,0,17,27,Married,PhD,2001471390
No,female,13-01-1978,41,Salaried,Eligible,Officer Compliance,03-03-2008,B,40,30-01-2015,50336,44154,6182,22,28,Married,PhD,2001471391
No,male,12-03-1964,55,Salaried,Eligible,Technician Electromyographic,18-01-2006,B,54,13-02-2015,162476,147705,14771,34,84,Married,Bachelors Degree,2001471392
No,female,23-07-1966,52,Hourly,Not Eligible,Production Technician Electronics,19-12-2010,A,94,23-05-2018,126644,120613,6031,29,32,Married,Bachelors Degree,2001471393
No,male,17-07-1974,44,Hourly,Eligible,Field Service Engineer,26-07-2010,D,56,06-03-2015,94120,84035,10085,10,91,Married,Some College,2001471394
No,female,27-09-1975,43,Salaried,Not Eligible,Website Manager,06-05-2004,B,63,23-03-2016,80004,75475,4529,26,53,Married,Graduate Degree,2001471395
Yes,female,21-02-1963,56,Hourly,Eligible,Employee Relations Supervisor,05-01-2013,B,60,04-02-2015,195297,191467,3830,28,65,Married,Bachelors Degree,2001471396
No,female,21-10-1973,45,Salaried,Not Eligible,Salesperson Surgical Appliances,30-04-2006,C,81,14-04-2017,78471,68834,9637,17,27,Married,Bachelors Degree,2001471397
Yes,male,06-10-1980,38,Salaried,Not Eligible,Operating Room Head,12-11-2008,B,68,17-07-2017,129274,114401,14873,4,86,Single,Graduate Degree,2001471398
No,male,02-10-1978,40,Salaried,Not Eligible,Airline Security Representative,13-05-2012,A,75,20-07-2016,50058,46350,3708,41,89,Married,Bachelors Degree,2001471399
No,female,16-07-1968,50,Salaried,Not Eligible,Credit Investigator,14-06-2007,D,80,14-06-2017,114003,112874,1129,8,48,Single,PhD,2001471400
No,female,09-02-1982,37,Salaried,Eligible,Data Processing Auditor,02-12-2004,A,73,26-03-2016,123991,123991,0,14,40,Single,Bachelors Degree,2001471401
No,male,14-08-1983,35,Salaried,Not Eligible,Help Desk Coordinator,09-04-2016,C,42,30-10-2013,151571,151571,0,7,56,Married,Graduate Degree,2001471402
No,male,10-09-1966,52,Salaried,Not Eligible,Accounts Payable Clerk,03-11-2003,A,34,26-03-2017,197034,189455,7579,40,16,Married,Bachelors Degree,2001471403
No,female,07-08-1979,39,Salaried,Not Eligible,Instructor Physical Education,03-05-2004,A,77,02-07-2014,195947,195947,0,3,92,Married,Bachelors Degree,2001471404
No,female,18-09-1982,36,Salaried,Not Eligible,Semiconductor Wafers Plater,26-07-2010,A,70,31-01-2014,86241,74992,11249,13,18,Married,PhD,2001471405
Yes,male,01-09-1962,56,Salaried,Not Eligible,Technical Aide Test Data,12-01-2018,A,89,28-02-2016,50811,46615,4196,30,43,Married,PhD,2001471406
Yes,female,14-01-1965,54,Salaried,Not Eligible,Operator Lathe,24-11-2003,A,62,09-01-2014,173256,163449,9807,12,86,Single,PhD,2001471407
No,female,13-04-1969,50,Salaried,Not Eligible,Technician Industrial Safety,31-12-2008,B,53,07-03-2017,131315,127490,3825,14,15,Single,Some College,2001471408
Yes,male,28-09-1969,49,Salaried,Not Eligible,Production Laborer,17-03-2007,B,79,23-01-2016,57228,57228,0,3,31,Single,Graduate Degree,2001471409
No,female,29-04-1959,60,Salaried,Not Eligible,Medical Industrial Hygienist,21-12-2006,B,86,10-01-2018,104324,104324,0,28,44,Married,Some College,2001471410
Yes,male,19-07-1968,50,Salaried,Not Eligible,Distributing Clerk,24-04-2015,C,33,30-03-2017,92970,92970,0,9,29,Married,Some College,2001471411
No,male,28-09-1969,49,Salaried,Not Eligible,Buyer/Contract Specialist 1,21-02-2009,A,63,07-10-2017,52621,50115,2506,14,12,Married,PhD,2001471412
No,female,03-06-1981,38,Salaried,Not Eligible,Cost Estimator,05-06-2009,D,87,08-06-2013,78204,69207,8997,26,41,Single,Bachelors Degree,2001471413
No,female,17-08-1972,46,Hourly,Not Eligible,Cash Register Repairer,24-05-2012,B,40,05-05-2017,151209,140008,11201,24,82,Married,Graduate Degree,2001471414
No,female,28-10-1959,59,Salaried,Eligible,Tool Designer,17-01-2007,B,98,18-04-2018,170958,170958,0,12,25,Single,Some College,2001471415
No,female,16-01-1981,38,Salaried,Not Eligible,Customer Account Clerk,11-07-2011,B,96,12-06-2013,88847,77258,11589,41,72,Single,PhD,2001471416
No,female,30-12-1966,52,Salaried,Not Eligible,Supervisor EEO,09-08-2011,A,30,30-10-2017,74705,65530,9175,22,25,Married,Bachelors Degree,2001471417
Yes,male,20-02-1960,59,Salaried,Not Eligible,Crop Farmer,13-08-2005,B,72,09-06-2014,94294,92445,1849,43,14,Married,Some College,2001471418
Yes,male,11-09-1959,59,Salaried,Not Eligible,Patent Agent,22-05-2015,C,57,29-09-2014,148873,136580,12293,16,32,Married,Graduate Degree,2001471419
Yes,female,15-05-1966,53,Salaried,Eligible,Translator,07-07-2009,D,37,21-05-2018,111353,100318,11035,21,50,Married,Bachelors Degree,2001471420
No,male,16-04-1983,36,Salaried,Eligible,Design Engineering Supervisor,28-01-2011,C,46,23-04-2016,96838,91356,5482,15,32,Single,Graduate Degree,2001471421
No,male,02-08-1977,41,Salaried,Not Eligible,Reactor Operator,18-01-2014,D,75,29-10-2016,77415,76648,767,34,48,Single,Some College,2001471422
No,female,06-05-1964,55,Hourly,Not Eligible,Engineer Design,29-07-2011,A,32,01-05-2017,190212,190212,0,13,81,Married,PhD,2001471423
No,female,12-05-1969,50,Salaried,Not Eligible,Test Data Acquisition Technician,30-07-2010,A,92,26-02-2016,142045,132752,9293,34,20,Married,Graduate Degree,2001471424
No,female,26-01-1973,46,Hourly,Not Eligible,Computer Systems Programmer,06-05-2010,A,76,06-07-2015,193366,180715,12651,39,41,Married,Bachelors Degree,2001471425
Yes,female,25-08-1965,53,Salaried,Not Eligible,Human Resources Manager Employee Relations,30-01-2008,C,60,21-05-2018,86554,78685,7869,38,16,Married,Graduate Degree,2001471426
Yes,male,07-10-1973,45,Hourly,Eligible,Drafter Cartographic,14-10-2011,D,47,31-12-2014,170440,150831,19609,16,89,Married,Bachelors Degree,2001471427
No,female,20-08-1976,42,Hourly,Not Eligible,Engineer Soils,05-02-2014,A,91,10-04-2018,170439,156366,14073,1,21,Single,Some College,2001471428
No,male,01-04-1967,52,Salaried,Not Eligible,Physician Radiologist Therapeutic,22-10-2010,A,81,14-09-2017,170823,148541,22282,2,94,Married,Some College,2001471429
